File,WaveData20230804_130.csv,
Date/Time,23-08-04/08:27,

Center Wavelength,1450,nm
Span Wavelength,500,nm
Start Wavelength,1200,nm
Stop Wavelength,1700,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,1.0,nm
Actual Resolution,1.024,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Pulse Mode,Off,

Trace,A
1242.000000,1.3190E-006
1242.250000,1.4290E-006
1242.500000,1.4830E-006
1242.750000,1.4580E-006
1243.000000,1.4380E-006
1243.250000,1.4310E-006
1243.500000,1.5200E-006
1243.750000,1.6110E-006
1244.000000,1.6790E-006
1244.250000,1.7990E-006
1244.500000,1.8950E-006
1244.750000,1.9750E-006
1245.000000,1.9490E-006
1245.250000,1.9980E-006
1245.500000,2.0090E-006
1245.750000,2.0540E-006
1246.000000,2.0580E-006
1246.250000,2.2290E-006
1246.500000,2.5160E-006
1246.750000,2.5750E-006
1247.000000,2.5810E-006
1247.250000,2.5750E-006
1247.500000,2.5650E-006
1247.750000,2.7520E-006
1248.000000,2.7690E-006
1248.250000,3.0290E-006
1248.500000,3.0910E-006
1248.750000,3.0920E-006
1249.000000,3.0920E-006
1249.250000,3.1920E-006
1249.500000,3.4940E-006
1249.750000,3.6250E-006
1250.000000,3.5660E-006
1250.250000,3.5530E-006
1250.500000,3.5640E-006
1250.750000,3.7490E-006
1251.000000,3.8570E-006
1251.250000,4.0580E-006
1251.500000,4.1660E-006
1251.750000,4.2610E-006
1252.000000,4.3420E-006
1252.250000,4.3990E-006
1252.500000,4.5690E-006
1252.750000,4.8830E-006
1253.000000,5.1430E-006
1253.250000,5.2710E-006
1253.500000,5.1260E-006
1253.750000,5.0310E-006
1254.000000,5.0370E-006
1254.250000,5.2440E-006
1254.500000,5.7160E-006
1254.750000,6.0730E-006
1255.000000,6.0680E-006
1255.250000,5.8300E-006
1255.500000,5.8840E-006
1255.750000,6.3000E-006
1256.000000,6.8420E-006
1256.250000,7.1140E-006
1256.500000,6.9640E-006
1256.750000,6.6270E-006
1257.000000,6.5430E-006
1257.250000,7.0600E-006
1257.500000,7.8840E-006
1257.750000,7.9880E-006
1258.000000,7.7300E-006
1258.250000,7.4920E-006
1258.500000,7.6310E-006
1258.750000,8.1210E-006
1259.000000,8.5240E-006
1259.250000,8.8320E-006
1259.500000,8.8210E-006
1259.750000,8.6270E-006
1260.000000,8.6150E-006
1260.250000,9.0620E-006
1260.500000,9.9820E-006
1260.750000,1.0360E-005
1261.000000,1.0180E-005
1261.250000,1.0020E-005
1261.500000,9.9210E-006
1261.750000,9.7420E-006
1262.000000,9.8900E-006
1262.250000,1.0460E-005
1262.500000,1.1420E-005
1262.750000,1.1690E-005
1263.000000,1.1620E-005
1263.250000,1.1690E-005
1263.500000,1.1810E-005
1263.750000,1.1770E-005
1264.000000,1.1680E-005
1264.250000,1.2290E-005
1264.500000,1.3300E-005
1264.750000,1.3600E-005
1265.000000,1.3230E-005
1265.250000,1.2980E-005
1265.500000,1.3160E-005
1265.750000,1.3430E-005
1266.000000,1.3740E-005
1266.250000,1.4660E-005
1266.500000,1.5640E-005
1266.750000,1.5410E-005
1267.000000,1.4450E-005
1267.250000,1.4190E-005
1267.500000,1.5080E-005
1267.750000,1.6370E-005
1268.000000,1.7310E-005
1268.250000,1.8110E-005
1268.500000,1.8280E-005
1268.750000,1.6800E-005
1269.000000,1.5190E-005
1269.250000,1.5290E-005
1269.500000,1.7070E-005
1269.750000,1.8910E-005
1270.000000,1.9550E-005
1270.250000,1.9610E-005
1270.500000,1.8920E-005
1270.750000,1.7700E-005
1271.000000,1.7290E-005
1271.250000,1.8600E-005
1271.500000,2.0690E-005
1271.750000,2.1510E-005
1272.000000,2.0980E-005
1272.250000,2.0560E-005
1272.500000,2.0480E-005
1272.750000,2.0410E-005
1273.000000,2.0840E-005
1273.250000,2.2070E-005
1273.500000,2.2930E-005
1273.750000,2.2450E-005
1274.000000,2.1600E-005
1274.250000,2.1680E-005
1274.500000,2.2370E-005
1274.750000,2.3000E-005
1275.000000,2.3930E-005
1275.250000,2.4930E-005
1275.500000,2.5070E-005
1275.750000,2.4000E-005
1276.000000,2.3300E-005
1276.250000,2.3970E-005
1276.500000,2.4900E-005
1276.750000,2.5470E-005
1277.000000,2.6240E-005
1277.250000,2.6770E-005
1277.500000,2.6310E-005
1277.750000,2.5420E-005
1278.000000,2.5850E-005
1278.250000,2.7110E-005
1278.500000,2.7600E-005
1278.750000,2.7790E-005
1279.000000,2.8300E-005
1279.250000,2.8440E-005
1279.500000,2.7700E-005
1279.750000,2.7610E-005
1280.000000,2.9120E-005
1280.250000,3.0410E-005
1280.500000,3.0280E-005
1280.750000,3.0070E-005
1281.000000,3.0430E-005
1281.250000,3.0360E-005
1281.500000,3.0020E-005
1281.750000,3.1010E-005
1282.000000,3.2760E-005
1282.250000,3.2700E-005
1282.500000,3.1530E-005
1282.750000,3.1530E-005
1283.000000,3.2480E-005
1283.250000,3.2560E-005
1283.500000,3.2660E-005
1283.750000,3.4000E-005
1284.000000,3.4730E-005
1284.250000,3.3810E-005
1284.500000,3.3410E-005
1284.750000,3.4600E-005
1285.000000,3.5280E-005
1285.250000,3.5180E-005
1285.500000,3.5700E-005
1285.750000,3.6760E-005
1286.000000,3.6400E-005
1286.250000,3.5600E-005
1286.500000,3.6490E-005
1286.750000,3.7200E-005
1287.000000,3.6510E-005
1287.250000,3.6230E-005
1287.500000,3.7750E-005
1287.750000,3.8650E-005
1288.000000,3.8190E-005
1288.250000,3.8520E-005
1288.500000,3.9210E-005
1288.750000,3.8340E-005
1289.000000,3.7530E-005
1289.250000,3.9350E-005
1289.500000,4.1640E-005
1289.750000,4.1580E-005
1290.000000,4.0840E-005
1290.250000,4.0870E-005
1290.500000,3.9910E-005
1290.750000,3.8700E-005
1291.000000,4.0190E-005
1291.250000,4.2920E-005
1291.500000,4.3310E-005
1291.750000,4.2360E-005
1292.000000,4.2080E-005
1292.250000,4.1260E-005
1292.500000,4.0260E-005
1292.750000,4.1790E-005
1293.000000,4.5070E-005
1293.250000,4.5880E-005
1293.500000,4.4710E-005
1293.750000,4.4190E-005
1294.000000,4.3780E-005
1294.250000,4.2650E-005
1294.500000,4.3730E-005
1294.750000,4.6690E-005
1295.000000,4.7160E-005
1295.250000,4.4980E-005
1295.500000,4.4000E-005
1295.750000,4.3960E-005
1296.000000,4.3920E-005
1296.250000,4.5370E-005
1296.500000,4.8380E-005
1296.750000,4.8920E-005
1297.000000,4.6710E-005
1297.250000,4.5490E-005
1297.500000,4.5810E-005
1297.750000,4.5940E-005
1298.000000,4.7430E-005
1298.250000,5.0140E-005
1298.500000,5.0070E-005
1298.750000,4.7480E-005
1299.000000,4.6340E-005
1299.250000,4.6800E-005
1299.500000,4.6880E-005
1299.750000,4.8060E-005
1300.000000,5.0470E-005
1300.250000,5.0490E-005
1300.500000,4.8110E-005
1300.750000,4.7270E-005
1301.000000,4.8100E-005
1301.250000,4.8430E-005
1301.500000,4.9440E-005
1301.750000,5.1350E-005
1302.000000,5.1280E-005
1302.250000,4.9330E-005
1302.500000,4.9070E-005
1302.750000,4.9840E-005
1303.000000,4.9420E-005
1303.250000,4.9770E-005
1303.500000,5.1410E-005
1303.750000,5.1020E-005
1304.000000,4.9690E-005
1304.250000,5.0250E-005
1304.500000,5.0990E-005
1304.750000,4.9890E-005
1305.000000,5.0140E-005
1305.250000,5.1710E-005
1305.500000,5.1550E-005
1305.750000,5.0930E-005
1306.000000,5.1780E-005
1306.250000,5.1650E-005
1306.500000,5.0150E-005
1306.750000,5.0680E-005
1307.000000,5.1880E-005
1307.250000,5.1540E-005
1307.500000,5.1380E-005
1307.750000,5.2130E-005
1308.000000,5.0740E-005
1308.250000,4.9110E-005
1308.500000,5.0170E-005
1308.750000,5.1800E-005
1309.000000,5.1930E-005
1309.250000,5.2670E-005
1309.500000,5.2720E-005
1309.750000,5.0470E-005
1310.000000,4.9350E-005
1310.250000,5.0960E-005
1310.500000,5.1970E-005
1310.750000,5.2120E-005
1311.000000,5.3020E-005
1311.250000,5.2040E-005
1311.500000,4.9400E-005
1311.750000,4.9410E-005
1312.000000,5.0750E-005
1312.250000,5.0820E-005
1312.500000,5.1090E-005
1312.750000,5.1480E-005
1313.000000,4.9910E-005
1313.250000,4.8450E-005
1313.500000,4.9510E-005
1313.750000,5.0480E-005
1314.000000,5.0480E-005
1314.250000,5.1210E-005
1314.500000,5.0800E-005
1314.750000,4.8910E-005
1315.000000,4.8370E-005
1315.250000,4.9440E-005
1315.500000,4.9450E-005
1315.750000,4.9660E-005
1316.000000,5.0390E-005
1316.250000,4.9710E-005
1316.500000,4.8150E-005
1316.750000,4.8180E-005
1317.000000,4.8390E-005
1317.250000,4.7920E-005
1317.500000,4.8520E-005
1317.750000,4.9130E-005
1318.000000,4.8120E-005
1318.250000,4.7520E-005
1318.500000,4.7760E-005
1318.750000,4.7180E-005
1319.000000,4.7020E-005
1319.250000,4.7970E-005
1319.500000,4.7970E-005
1319.750000,4.6790E-005
1320.000000,4.6750E-005
1320.250000,4.6450E-005
1320.500000,4.5750E-005
1320.750000,4.6520E-005
1321.000000,4.7330E-005
1321.250000,4.6520E-005
1321.500000,4.5940E-005
1321.750000,4.5500E-005
1322.000000,4.4400E-005
1322.250000,4.4720E-005
1322.500000,4.6010E-005
1322.750000,4.6000E-005
1323.000000,4.5370E-005
1323.250000,4.5110E-005
1323.500000,4.3960E-005
1323.750000,4.3480E-005
1324.000000,4.4470E-005
1324.250000,4.4990E-005
1324.500000,4.4390E-005
1324.750000,4.4140E-005
1325.000000,4.3440E-005
1325.250000,4.2490E-005
1325.500000,4.3030E-005
1325.750000,4.3710E-005
1326.000000,4.3170E-005
1326.250000,4.2870E-005
1326.500000,4.2420E-005
1326.750000,4.1480E-005
1327.000000,4.1620E-005
1327.250000,4.2350E-005
1327.500000,4.1970E-005
1327.750000,4.1660E-005
1328.000000,4.1660E-005
1328.250000,4.0780E-005
1328.500000,4.0370E-005
1328.750000,4.0810E-005
1329.000000,4.0450E-005
1329.250000,3.9950E-005
1329.500000,4.0030E-005
1329.750000,3.9490E-005
1330.000000,3.8990E-005
1330.250000,3.9350E-005
1330.500000,3.9150E-005
1330.750000,3.8570E-005
1331.000000,3.8730E-005
1331.250000,3.8490E-005
1331.500000,3.8020E-005
1331.750000,3.8200E-005
1332.000000,3.7850E-005
1332.250000,3.7030E-005
1332.500000,3.7150E-005
1332.750000,3.7030E-005
1333.000000,3.6590E-005
1333.250000,3.6470E-005
1333.500000,3.6110E-005
1333.750000,3.5360E-005
1334.000000,3.5170E-005
1334.250000,3.5250E-005
1334.500000,3.4840E-005
1334.750000,3.4670E-005
1335.000000,3.4330E-005
1335.250000,3.3320E-005
1335.500000,3.2950E-005
1335.750000,3.2940E-005
1336.000000,3.2790E-005
1336.250000,3.2630E-005
1336.500000,3.2110E-005
1336.750000,3.1290E-005
1337.000000,3.0760E-005
1337.250000,3.0770E-005
1337.500000,3.0390E-005
1337.750000,3.0160E-005
1338.000000,2.9810E-005
1338.250000,2.9120E-005
1338.500000,2.8840E-005
1338.750000,2.8750E-005
1339.000000,2.8350E-005
1339.250000,2.8070E-005
1339.500000,2.7820E-005
1339.750000,2.7280E-005
1340.000000,2.7280E-005
1340.250000,2.7470E-005
1340.500000,2.7480E-005
1340.750000,2.7530E-005
1341.000000,2.7350E-005
1341.250000,2.6940E-005
1341.500000,2.6950E-005
1341.750000,2.7140E-005
1342.000000,2.7120E-005
1342.250000,2.7340E-005
1342.500000,2.7400E-005
1342.750000,2.7400E-005
1343.000000,2.7780E-005
1343.250000,2.8160E-005
1343.500000,2.8200E-005
1343.750000,2.8370E-005
1344.000000,2.8530E-005
1344.250000,2.8870E-005
1344.500000,2.9380E-005
1344.750000,2.9820E-005
1345.000000,3.0040E-005
1345.250000,3.0410E-005
1345.500000,3.0520E-005
1345.750000,3.0740E-005
1346.000000,3.1240E-005
1346.250000,3.1460E-005
1346.500000,3.1790E-005
1346.750000,3.2090E-005
1347.000000,3.2400E-005
1347.250000,3.2710E-005
1347.500000,3.2900E-005
1347.750000,3.3030E-005
1348.000000,3.2830E-005
1348.250000,3.3210E-005
1348.500000,3.3890E-005
1348.750000,3.4720E-005
1349.000000,3.5510E-005
1349.250000,3.5960E-005
1349.500000,3.6050E-005
1349.750000,3.6020E-005
1350.000000,3.5420E-005
1350.250000,3.5630E-005
1350.500000,3.6080E-005
1350.750000,3.6690E-005
1351.000000,3.7540E-005
1351.250000,3.7860E-005
1351.500000,3.7660E-005
1351.750000,3.8130E-005
1352.000000,3.8000E-005
1352.250000,3.8320E-005
1352.500000,3.9240E-005
1352.750000,3.8310E-005
1353.000000,3.8740E-005
1353.250000,3.9830E-005
1353.500000,4.0050E-005
1353.750000,4.0720E-005
1354.000000,4.0580E-005
1354.250000,3.9330E-005
1354.500000,3.8880E-005
1354.750000,3.8210E-005
1355.000000,3.8840E-005
1355.250000,3.9080E-005
1355.500000,3.7810E-005
1355.750000,3.9650E-005
1356.000000,4.0390E-005
1356.250000,4.0700E-005
1356.500000,4.4020E-005
1356.750000,4.1810E-005
1357.000000,4.2230E-005
1357.250000,4.1770E-005
1357.500000,4.1350E-005
1357.750000,4.3970E-005
1358.000000,4.2900E-005
1358.250000,4.3190E-005
1358.500000,4.4090E-005
1358.750000,4.4530E-005
1359.000000,4.4400E-005
1359.250000,4.2490E-005
1359.500000,4.2790E-005
1359.750000,4.2450E-005
1360.000000,4.2850E-005
1360.250000,4.6300E-005
1360.500000,4.5070E-005
1360.750000,4.3290E-005
1361.000000,4.3550E-005
1361.250000,4.0500E-005
1361.500000,4.2160E-005
1361.750000,4.2380E-005
1362.000000,3.7170E-005
1362.250000,3.8010E-005
1362.500000,4.0020E-005
1362.750000,4.2720E-005
1363.000000,4.7310E-005
1363.250000,4.9770E-005
1363.500000,5.0710E-005
1363.750000,4.9690E-005
1364.000000,4.9330E-005
1364.250000,4.4710E-005
1364.500000,4.3250E-005
1364.750000,4.3510E-005
1365.000000,4.2530E-005
1365.250000,4.3590E-005
1365.500000,4.7500E-005
1365.750000,4.7990E-005
1366.000000,4.9620E-005
1366.250000,5.2340E-005
1366.500000,5.0490E-005
1366.750000,5.0440E-005
1367.000000,5.0850E-005
1367.250000,4.8700E-005
1367.500000,4.7090E-005
1367.750000,4.7410E-005
1368.000000,4.7150E-005
1368.250000,4.4940E-005
1368.500000,4.7850E-005
1368.750000,4.8760E-005
1369.000000,4.8960E-005
1369.250000,5.3560E-005
1369.500000,5.1980E-005
1369.750000,5.0980E-005
1370.000000,5.1260E-005
1370.250000,5.0810E-005
1370.500000,4.7710E-005
1370.750000,4.8820E-005
1371.000000,4.8270E-005
1371.250000,4.8030E-005
1371.500000,4.9260E-005
1371.750000,5.1040E-005
1372.000000,5.0900E-005
1372.250000,5.1360E-005
1372.500000,5.1890E-005
1372.750000,5.3640E-005
1373.000000,5.4230E-005
1373.250000,5.4320E-005
1373.500000,5.4500E-005
1373.750000,5.4660E-005
1374.000000,5.4450E-005
1374.250000,5.4440E-005
1374.500000,5.2810E-005
1374.750000,5.2460E-005
1375.000000,5.2820E-005
1375.250000,5.2940E-005
1375.500000,5.2360E-005
1375.750000,5.3250E-005
1376.000000,5.3280E-005
1376.250000,5.3100E-005
1376.500000,5.2310E-005
1376.750000,5.1650E-005
1377.000000,5.1630E-005
1377.250000,5.1840E-005
1377.500000,5.2380E-005
1377.750000,5.4560E-005
1378.000000,5.4810E-005
1378.250000,5.2440E-005
1378.500000,4.9860E-005
1378.750000,4.9340E-005
1379.000000,4.9080E-005
1379.250000,5.0680E-005
1379.500000,5.3130E-005
1379.750000,5.2390E-005
1380.000000,5.1430E-005
1380.250000,4.5180E-005
1380.500000,4.2180E-005
1380.750000,4.0760E-005
1381.000000,4.1170E-005
1381.250000,4.5470E-005
1381.500000,4.9410E-005
1381.750000,5.1150E-005
1382.000000,4.9360E-005
1382.250000,4.3590E-005
1382.500000,3.9450E-005
1382.750000,3.8260E-005
1383.000000,3.8410E-005
1383.250000,4.2370E-005
1383.500000,4.4610E-005
1383.750000,4.6420E-005
1384.000000,4.6030E-005
1384.250000,4.6710E-005
1384.500000,4.7650E-005
1384.750000,4.5350E-005
1385.000000,4.4280E-005
1385.250000,4.4200E-005
1385.500000,4.3850E-005
1385.750000,4.6510E-005
1386.000000,4.6160E-005
1386.250000,4.5830E-005
1386.500000,4.6950E-005
1386.750000,4.7080E-005
1387.000000,4.7970E-005
1387.250000,4.7910E-005
1387.500000,4.4350E-005
1387.750000,4.2280E-005
1388.000000,3.9790E-005
1388.250000,3.9220E-005
1388.500000,4.1350E-005
1388.750000,4.2600E-005
1389.000000,4.4620E-005
1389.250000,4.5090E-005
1389.500000,4.3470E-005
1389.750000,4.3410E-005
1390.000000,4.3030E-005
1390.250000,4.2730E-005
1390.500000,4.3240E-005
1390.750000,4.3670E-005
1391.000000,4.3400E-005
1391.250000,4.2830E-005
1391.500000,4.2820E-005
1391.750000,4.1120E-005
1392.000000,3.8860E-005
1392.250000,3.5590E-005
1392.500000,3.5000E-005
1392.750000,3.5380E-005
1393.000000,3.6630E-005
1393.250000,3.9620E-005
1393.500000,3.9230E-005
1393.750000,3.8670E-005
1394.000000,3.8310E-005
1394.250000,3.7480E-005
1394.500000,3.6170E-005
1394.750000,3.4240E-005
1395.000000,3.3080E-005
1395.250000,3.1900E-005
1395.500000,3.1750E-005
1395.750000,3.3760E-005
1396.000000,3.1190E-005
1396.250000,3.1030E-005
1396.500000,3.1230E-005
1396.750000,3.0760E-005
1397.000000,3.2510E-005
1397.250000,3.4070E-005
1397.500000,3.3750E-005
1397.750000,3.3330E-005
1398.000000,3.3300E-005
1398.250000,3.2800E-005
1398.500000,3.2290E-005
1398.750000,3.1780E-005
1399.000000,3.1240E-005
1399.250000,2.9430E-005
1399.500000,2.9050E-005
1399.750000,2.7720E-005
1400.000000,2.6940E-005
1400.250000,2.6590E-005
1400.500000,2.5250E-005
1400.750000,2.5800E-005
1401.000000,2.5240E-005
1401.250000,2.5330E-005
1401.500000,2.6860E-005
1401.750000,2.6720E-005
1402.000000,2.7070E-005
1402.250000,2.7450E-005
1402.500000,2.7150E-005
1402.750000,2.6590E-005
1403.000000,2.6230E-005
1403.250000,2.5840E-005
1403.500000,2.5430E-005
1403.750000,2.4960E-005
1404.000000,2.4290E-005
1404.250000,2.3730E-005
1404.500000,2.1890E-005
1404.750000,2.0550E-005
1405.000000,2.0440E-005
1405.250000,2.0540E-005
1405.500000,2.1180E-005
1405.750000,2.2940E-005
1406.000000,2.2900E-005
1406.250000,2.2180E-005
1406.500000,2.1670E-005
1406.750000,2.0900E-005
1407.000000,1.9730E-005
1407.250000,1.8960E-005
1407.500000,1.9140E-005
1407.750000,1.9260E-005
1408.000000,1.9780E-005
1408.250000,1.9900E-005
1408.500000,1.9350E-005
1408.750000,1.8640E-005
1409.000000,1.7680E-005
1409.250000,1.6610E-005
1409.500000,1.6210E-005
1409.750000,1.6140E-005
1410.000000,1.6520E-005
1410.250000,1.7160E-005
1410.500000,1.7240E-005
1410.750000,1.7010E-005
1411.000000,1.6710E-005
1411.250000,1.6420E-005
1411.500000,1.6150E-005
1411.750000,1.6000E-005
1412.000000,1.5480E-005
1412.250000,1.5230E-005
1412.500000,1.4910E-005
1412.750000,1.4740E-005
1413.000000,1.4730E-005
1413.250000,1.4340E-005
1413.500000,1.4030E-005
1413.750000,1.3250E-005
1414.000000,1.2650E-005
1414.250000,1.2380E-005
1414.500000,1.1930E-005
1414.750000,1.2130E-005
1415.000000,1.2100E-005
1415.250000,1.2050E-005
1415.500000,1.2190E-005
1415.750000,1.1930E-005
1416.000000,1.1780E-005
1416.250000,1.1620E-005
1416.500000,1.1420E-005
1416.750000,1.1200E-005
1417.000000,1.1020E-005
1417.250000,1.0600E-005
1417.500000,1.0330E-005
1417.750000,1.0130E-005
1418.000000,9.9500E-006
1418.250000,1.0010E-005
1418.500000,9.5520E-006
1418.750000,9.3200E-006
1419.000000,8.9060E-006
1419.250000,8.6550E-006
1419.500000,8.5840E-006
1419.750000,8.5340E-006
1420.000000,8.5120E-006
1420.250000,8.3610E-006
1420.500000,8.1560E-006
1420.750000,8.0610E-006
1421.000000,7.9340E-006
1421.250000,7.6870E-006
1421.500000,7.6140E-006
1421.750000,7.4630E-006
1422.000000,7.3220E-006
1422.250000,7.1580E-006
1422.500000,6.9600E-006
1422.750000,6.7850E-006
1423.000000,6.6090E-006
1423.250000,6.3920E-006
1423.500000,6.1810E-006
1423.750000,5.9980E-006
1424.000000,5.8310E-006
1424.250000,5.7540E-006
1424.500000,5.6440E-006
1424.750000,5.5700E-006
1425.000000,5.4650E-006
1425.250000,5.2960E-006
1425.500000,5.1160E-006
1425.750000,5.0680E-006
1426.000000,4.9210E-006
1426.250000,4.8160E-006
1426.500000,4.7200E-006
1426.750000,4.6240E-006
1427.000000,4.5440E-006
1427.250000,4.4900E-006
1427.500000,4.4040E-006
1427.750000,4.3200E-006
1428.000000,4.1770E-006
1428.250000,4.2390E-006
1428.500000,4.1390E-006
1428.750000,4.1010E-006
1429.000000,4.1460E-006
1429.250000,4.1550E-006
1429.500000,4.1090E-006
1429.750000,4.1830E-006
1430.000000,4.1980E-006
1430.250000,4.2580E-006
1430.500000,4.3370E-006
1430.750000,4.3700E-006
1431.000000,4.4030E-006
1431.250000,4.4310E-006
1431.500000,4.5280E-006
1431.750000,4.6470E-006
1432.000000,4.7290E-006
1432.250000,4.8750E-006
1432.500000,4.9780E-006
1432.750000,5.0680E-006
1433.000000,5.2240E-006
1433.250000,5.3980E-006
1433.500000,5.5060E-006
1433.750000,5.5810E-006
1434.000000,5.6340E-006
1434.250000,5.5970E-006
1434.500000,5.7420E-006
1434.750000,5.9230E-006
1435.000000,6.1300E-006
1435.250000,6.2490E-006
1435.500000,6.3560E-006
1435.750000,6.5030E-006
1436.000000,6.5730E-006
1436.250000,6.7160E-006
1436.500000,6.8450E-006
1436.750000,7.0060E-006
1437.000000,7.0800E-006
1437.250000,7.2020E-006
1437.500000,7.1510E-006
